startTimestamp,duration,data
1697678658,0,{"id":3,"name":"Open Ended Brain Recording","description":"Record your brain activity while performing a task of your choice. Afterwards, you can observe changes in your brain power over time and compare it to other activities.","url":"","tags":["working"," eyes open"],"duration":0}
