label,metric,probability,timestamp
focus,awareness,0.39252138445447504,1697678658031
focus,awareness,0.39348898445405184,1697678659071
focus,awareness,0.423156874154966,1697678660076
focus,awareness,0.38439270769310563,1697678661021
focus,awareness,0.207208524868933,1697678662022
focus,awareness,0.3169246236414144,1697678662907
focus,awareness,0.34532049664220427,1697678663921
focus,awareness,0.4203787724647371,1697678664902
focus,awareness,0.3343070946368842,1697678665903
focus,awareness,0.3414082275899716,1697678666905
focus,awareness,0.3138723426538741,1697678667892
focus,awareness,0.4975735525476493,1697678668782
focus,awareness,0.2950866333976282,1697678669778
focus,awareness,0.25569321271812995,1697678670771
focus,awareness,0.3246782527190838,1697678671782
focus,awareness,0.39328324273366433,1697678672769
focus,awareness,0.3413183139969446,1697678673656
focus,awareness,0.25258553611232726,1697678674652
focus,awareness,0.460386464215351,1697678675698
focus,awareness,0.3095470610844016,1697678676647
focus,awareness,0.27835305519921405,1697678677654
focus,awareness,0.3309374984717005,1697678678552
focus,awareness,0.4687879373407826,1697678679531
focus,awareness,0.26184188294967903,1697678680530
focus,awareness,0.23556128599057669,1697678681518
focus,awareness,0.4945471723006046,1697678682519
focus,awareness,0.31580299645016263,1697678683521
focus,awareness,0.2892541374651853,1697678684410
focus,awareness,0.43114189801106073,1697678685406
focus,awareness,0.49890130897217466,1697678686398
focus,awareness,0.49525448159754126,1697678687394
focus,awareness,0.2254700979814631,1697678688401
focus,awareness,0.25502309448825844,1697678689295
focus,awareness,0.2095785585488941,1697678690284
focus,awareness,0.4893654737168571,1697678691280
focus,awareness,0.44978202092089226,1697678692279
focus,awareness,0.4960350578191453,1697678693269
focus,awareness,0.4643521115446581,1697678694199
focus,awareness,0.30693048357332026,1697678695157
focus,awareness,0.35421538857652046,1697678696158
focus,awareness,0.4422061174877622,1697678697146
focus,awareness,0.32201828038481956,1697678698148
focus,awareness,0.18211064546504702,1697678699156
focus,awareness,0.4150265765234816,1697678700028
focus,awareness,0.5575055390403079,1697678701027
focus,awareness,0.47538753569343095,1697678702028
focus,awareness,0.5125695845909659,1697678703019
focus,awareness,0.3656637704434769,1697678704038
focus,awareness,0.44217435749140466,1697678704908
focus,awareness,0.2389363875300115,1697678705904
focus,awareness,0.3386711498804773,1697678706915
focus,awareness,0.37876085941066817,1697678707895
focus,awareness,0.3801849702405147,1697678708894
focus,awareness,0.3682263707379348,1697678709804
focus,awareness,0.29265950133423574,1697678710775
focus,awareness,0.3613111801746856,1697678711774
focus,awareness,0.2785634532029883,1697678712770
focus,awareness,0.24790906314133956,1697678713775
focus,awareness,0.5206701739900699,1697678714773
focus,awareness,0.2554011141531061,1697678715656
focus,awareness,0.3652642146984728,1697678716654
focus,awareness,0.2758155444062109,1697678717657
focus,awareness,0.4495320944672728,1697678718649
focus,awareness,0.4718376576755078,1697678719648
focus,awareness,0.5002474303668405,1697678720526
focus,awareness,0.4233501857989575,1697678721530
focus,awareness,0.35875100077524147,1697678722528
focus,awareness,0.31631097149494103,1697678723522
focus,awareness,0.3626412289309847,1697678724521
focus,awareness,0.3444747993888292,1697678725415
focus,awareness,0.42238993515568046,1697678726408
focus,awareness,0.33083876441448795,1697678727405
focus,awareness,0.2642047903187361,1697678728400
focus,awareness,0.29954956613078804,1697678729406
focus,awareness,0.5699364761902337,1697678730394
focus,awareness,0.3917430164943819,1697678731282
focus,awareness,0.4708014726501822,1697678732280
focus,awareness,0.48380579390736217,1697678733275
focus,awareness,0.4649455778360198,1697678734301
focus,awareness,0.4631330578118164,1697678735274
focus,awareness,0.30505222388528075,1697678736161
focus,awareness,0.4252420305499222,1697678737158
focus,awareness,0.5317503404669403,1697678738158
focus,awareness,0.4886814640966389,1697678739165
focus,awareness,0.3620162578504476,1697678740152
focus,awareness,0.35620141924632803,1697678741057
focus,awareness,0.5035848123105318,1697678742064
focus,awareness,0.5884515764195792,1697678743031
focus,awareness,0.5002825682161738,1697678744031
focus,awareness,0.46467994404708945,1697678745025
focus,awareness,0.4571338161722666,1697678746020
focus,awareness,0.38992156009912715,1697678746907
focus,awareness,0.29031243786286165,1697678747909
focus,awareness,0.3545324856560586,1697678748904
focus,awareness,0.413161501787826,1697678749898
focus,awareness,0.48049187463453463,1697678750901
focus,awareness,0.4103657048447905,1697678751781
focus,awareness,0.26200750492137154,1697678752779
focus,awareness,0.4818801557501717,1697678753788
focus,awareness,0.5277234473773662,1697678754779
focus,awareness,0.41492789534177915,1697678755772
focus,awareness,0.34863773223517175,1697678756662
focus,awareness,0.5751717436923539,1697678757655
focus,awareness,0.5257475002988601,1697678758673
focus,awareness,0.4041493946607737,1697678759685
