unixTimestamp,CP3_alpha,CP3_beta,CP3_delta,CP3_gamma,CP3_theta,C3_alpha,C3_beta,C3_delta,C3_gamma,C3_theta,F5_alpha,F5_beta,F5_delta,F5_gamma,F5_theta,PO3_alpha,PO3_beta,PO3_delta,PO3_gamma,PO3_theta,PO4_alpha,PO4_beta,PO4_delta,PO4_gamma,PO4_theta,F6_alpha,F6_beta,F6_delta,F6_gamma,F6_theta,C4_alpha,C4_beta,C4_delta,C4_gamma,C4_theta,CP4_alpha,CP4_beta,CP4_delta,CP4_gamma,CP4_theta
1697678658127,3.4193498110763247,1.417422557028704,2.648136310699556,0.1610395428993677,3.559562395545811,46.87675797304382,11.896994376004256,492.99283953016106,4.549962923744205,219.44763632935596,8.852905230136995,2.7593165234662465,42.860397384339194,1.0952992979231766,26.7511509755738,0.8793396922280698,1.1035299131682519,1.7014980675365698,0.18323891862289354,1.6879348981578253,0.7570672782247181,1.2874388195956141,2.933396968711518,0.1398786048354669,1.3679088951605531,2.047433050407124,1.8341929723951103,3.8824666798737675,0.2459262322519746,1.9450010881927458,49.05076560249203,16.52355597648331,292.2812600074768,6.757397311333351,169.13502651733847,2.0559943401503626,1.5508112863748886,4.7182465234925495,0.20777842519516643,3.0847219296593664
1697678658228,1.6968299949461312,2.0421926761107816,8.055359334256904,0.25575737408711097,6.559500239535884,18.885997387452978,9.122030952944874,192.84935112367071,2.8474812647911425,88.51400566366848,3.5157799483470433,2.0185369610151644,19.9936922406023,0.563943457873175,14.567569709603607,1.757055064818273,1.1499616880303214,5.188956451308566,0.1924465011124437,4.182507268653109,1.5428092603956645,1.239863314507885,3.837619212281926,0.2043683786915365,4.014001137775514,2.892138136286494,1.5211683970361416,1.382918067922908,0.2997587990425469,1.7924308013451884,14.97793418393052,6.418656836371793,60.23025259611572,2.5676826803709796,58.52466069953011,0.645539529015826,1.5791105154103273,4.045216209611979,0.22572714890071455,3.7073340383639852
1697678658441,1.4438205624425848,0.891681521252675,6.413323918363883,0.20889172783602522,4.3899613826149135,30.77986713474912,19.948999023503312,261.5283327591959,6.760432920363767,248.11321549999707,8.160790640583086,2.8303088935787213,17.775089386146554,0.9222760254613822,15.113396635995452,4.097181014085922,1.4982235595211408,4.938892704924366,0.2098134484525276,3.960581511782731,3.510614746621441,1.4912067149613923,5.3490274454941265,0.16451330796803798,2.830451260406519,4.186099627787606,1.8401516495618486,22.45688956559249,0.31017358565627945,15.949542868315106,34.549295419564295,8.704700409219885,274.06961831183315,2.4643182276886604,197.6501541794266,2.8770246741700642,1.4954730596997992,3.7355004922448662,0.1480353030514572,2.0846276500970133
1697678658712,3.429272308791745,1.9350748569501854,6.802406190102062,0.5747865606138168,3.6269796591988155,87.98808441905341,23.196231103354283,427.81864893963495,7.7479886515919,263.5125754641262,4.620746220103953,3.071928371150353,19.38569842995677,0.8743856784352144,19.966945885112384,3.282995894866918,1.146097896876898,9.132807310897565,0.3571445461412932,12.448901129118656,3.352038351788605,1.4023857036995353,5.566878582719205,0.3571758916652484,7.5081947854458075,4.070607262173062,1.2043334065152134,18.99663095089676,0.38655816685438277,19.85282942931437,33.0407291666654,18.496694228761044,525.8447338929155,7.194742171153738,406.85708333847333,2.271262205214875,1.369166299070098,5.984657256418863,0.29000933105298865,3.22416869478321
1697678659131,2.810459850451147,2.357182419623049,14.278922029131923,0.4859715231915181,12.095917216950578,46.595302429021956,23.22202571253429,225.03135040416788,8.087203058385255,164.58152508781043,2.8925084948224833,3.0302765072909086,28.86122528365664,0.6692262369312981,24.431099027106796,4.675654710760606,2.1103235087197727,21.371334859982586,0.41132433525511297,15.238163772421592,2.946073593132747,2.0420843142323637,17.515516353605925,0.24509968639815988,13.489518110496103,2.4770078775006588,2.204052444332374,13.033440708934133,0.3695370063301202,10.559134389961365,66.52608240948014,22.303658180666364,389.2620882853373,7.670579012419651,255.88418104751747,2.777220894816219,2.1185697459362918,15.909054482004219,0.23353745012120142,13.221822806203317
1697678659204,2.862034502662872,1.4596710253174916,10.310304935517888,0.19328025172631186,8.689768601208758,9.547115403294642,4.664518306297313,67.58112878659507,1.828712394851293,31.12389534481501,1.534254054536829,1.9160646400224413,15.3092465978031,0.3332589157460865,6.075941558954163,3.4101598950365912,1.7280294679350183,11.72361305985321,0.3839746606443479,9.528116254548365,2.288177484762492,1.0096781120761145,8.71837518164384,0.25760369659619137,7.269126708613265,2.777911020386584,1.775307486668008,6.498249565769327,0.3400797696347564,3.074466617819153,47.87324078126948,15.78457661704254,300.91036330400743,6.148531296396109,151.27082343377853,2.8158647919612165,1.052232800089885,8.52648307822373,0.19386477731151835,6.139864727761775
1697678659520,2.148281721423056,1.8354992565076924,3.2361449059753387,0.30849901747432473,3.3862503510900357,16.26119241943211,5.436637295304279,95.6388277433312,2.310297658822309,38.5921253148991,1.5893703295643755,1.516950498510381,6.005135805497581,0.3684695132390515,3.156049938936775,1.7281029877287155,1.356776523173807,7.590548157512316,0.3078400331307493,6.740751912559196,0.9294196765330106,1.0961127210904318,5.776084137196653,0.313966930337646,3.9939861802340024,2.9091858428385096,1.5108853309915562,7.100251259897817,0.31512962586226645,5.543094816087234,26.412620170339213,9.538677208310666,58.835337192458596,3.706527026304685,42.98071395566323,0.9368556029893645,0.9846311069351695,3.724360115598907,0.2947762717715532,2.6476881774133565
1697678659689,1.5290727924789043,2.129593267027976,7.952962901224323,0.4659516280034737,6.681956184389357,12.020180433059915,6.808960544065742,85.27370234063429,2.252213723997572,62.811908290611775,2.855100701295139,1.4460852013055634,3.194953273348676,0.37198397052260584,2.590371523373549,1.701126889305901,1.567860816142751,2.247721546244163,0.15393024761216587,1.392303760044553,1.5846531607484051,1.2074592564019957,2.607655921977189,0.21825228712586206,3.5710488974667527,1.032741867579343,1.4680248179324638,3.4452570124812363,0.272486303080232,2.3175637125556476,16.822064017706964,4.038263512141574,122.67747526869944,1.4325403815798827,84.03764591449855,0.9240074237449928,1.4148617781886228,3.1136921882887476,0.23139264829464123,2.903656638517621
1697678660140,2.358015493374816,1.8100638451373234,6.420001011330886,0.3821914067103449,2.542195128754306,46.64191371163849,18.125428854004902,78.66424827824942,2.800981348525622,81.1961347667772,5.395929967237902,2.039140533599292,14.098789792712612,0.2743850636709301,10.299120982814912,2.5632603631286646,1.2980145675271313,6.275410806630099,0.19884482745694393,2.6228325197801627,1.9457978298393315,1.4252147632019228,4.201228689088554,0.18262880915250307,4.477740112094725,10.067582701634223,2.3310352616919525,6.133524033156075,0.35367002371286893,11.660031381005563,51.859764957463916,8.751671919257493,213.00179626742562,1.7703112402619599,186.05220052622934,2.063443976992133,1.5021078381482837,4.409942829226772,0.20208885354118183,2.339674278617884
1697678660185,3.2081360412157878,1.5535181099802484,4.769179447248652,0.6833608719839614,4.3785996252981185,24.96374726922333,10.365465722698637,109.89969211118327,2.9519201352931526,103.25773998153676,3.766149970562816,2.2933194780624384,19.161570719951577,0.5349423080660812,11.3686675550332,1.1379687067699118,1.301530532541991,6.638692986196512,0.24472161272680898,5.250244253147693,1.9719164566235108,0.8370349270479568,4.996460813793617,0.2151115378943893,3.9938636389582465,1.4840918543603407,1.4813945736264977,4.749368578562067,0.46249025754046713,5.60913700473923,34.32840699540293,14.348992032493767,139.98961566826887,6.197287479902418,74.90477132553704,1.388322653174348,0.8483353066849724,4.572098894271838,0.22938524036056318,3.18353554862148
