acceleration,inclination,orientation,pitch,roll,timestamp,x,y,z
1.11,-90.26,-1,-0.21,-53.5,1705701107656,0,-0.89,-0.66
1.11,-90.76,-1,-0.62,-54.24,1705701107756,-0.01,-0.9,-0.65
1.11,-89.75,1,0.21,-53.91,1705701107856,0,-0.9,-0.66
1.11,-90,-1,0,-53.91,1705701108001,0,-0.9,-0.66
1.1,-89.74,1,0.21,-54.63,1705701108079,0,-0.9,-0.64
1.1,-90,-1,0,-53.88,1705701108156,0,-0.89,-0.65
1.12,-90.25,-1,-0.2,-53.87,1705701108256,0,-0.9,-0.66
1.11,-90,-1,0,-53.67,1705701108356,0,-0.89,-0.66
1.11,-90.51,-1,-0.41,-54.24,1705701108610,-0.01,-0.9,-0.65
1.1,-90.51,-1,-0.41,-53.83,1705701108611,-0.01,-0.89,-0.65
1.1,-90.26,-1,-0.21,-53.71,1705701108658,0,-0.89,-0.65
1.12,-90.25,-1,-0.2,-54.27,1705701108782,0,-0.91,-0.66
1.09,-90.26,-1,-0.21,-53.09,1705701108856,0,-0.87,-0.65
1.1,-89.48,1,0.42,-53.71,1705701108967,0.01,-0.89,-0.65
1.11,-90,-1,0,-53.96,1705701109074,0,-0.9,-0.65
1.12,-89.5,1,0.41,-54.32,1705701109157,0.01,-0.91,-0.65
1.1,-90.26,-1,-0.21,-54,1705701109257,0,-0.89,-0.65
1.1,-89.74,1,0.21,-54.17,1705701109357,0,-0.89,-0.64
1.1,-90.52,-1,-0.42,-53.54,1705701109601,-0.01,-0.89,-0.66
1.11,-90.51,-1,-0.41,-53.33,1705701109603,-0.01,-0.89,-0.66
1.1,-90,-1,0,-54,1705701109657,0,-0.89,-0.65
1.1,-90.26,-1,-0.21,-53.13,1705701109757,0,-0.88,-0.66
1.11,-90.25,-1,-0.21,-54.08,1705701109857,0,-0.9,-0.65
1.11,-90.25,-1,-0.21,-54.2,1705701109962,0,-0.9,-0.65
1.11,-89.74,1,0.21,-53.21,1705701110076,0,-0.89,-0.66
1.11,-90.52,-1,-0.41,-53.09,1705701110158,-0.01,-0.88,-0.66
1.12,-90.25,-1,-0.2,-53.87,1705701110306,0,-0.9,-0.66
1.11,-88.97,1,0.83,-53.37,1705701110358,0.02,-0.89,-0.66
1.1,-89.74,1,0.21,-53.46,1705701110605,0,-0.88,-0.65
1.11,-90.77,-1,-0.62,-53.37,1705701110607,-0.01,-0.89,-0.66
1.09,-90.26,-1,-0.21,-53.63,1705701110658,0,-0.88,-0.65
1.1,-90,-1,0,-53.42,1705701110758,0,-0.88,-0.66
1.12,-90.76,-1,-0.61,-53.41,1705701110858,-0.01,-0.9,-0.67
1.1,-90.78,-1,-0.63,-53.75,1705701110988,-0.01,-0.88,-0.65
1.1,-89.74,1,0.21,-53.83,1705701111083,0,-0.89,-0.65
1.11,-90.26,-1,-0.21,-53.67,1705701111158,0,-0.89,-0.66
1.1,-90,-1,0,-54,1705701111259,0,-0.89,-0.65
1.11,-90.51,-1,-0.41,-53.96,1705701111498,-0.01,-0.9,-0.65
1.1,-89.74,1,0.21,-53.88,1705701111500,0,-0.89,-0.65
1.12,-90.25,-1,-0.21,-54.49,1705701111582,0,-0.91,-0.65
1.09,-90.26,-1,-0.21,-53.93,1705701111659,0,-0.88,-0.64
1.12,-90.76,-1,-0.61,-53.58,1705701111759,-0.01,-0.9,-0.66
1.11,-89.49,1,0.41,-53.79,1705701111859,0.01,-0.9,-0.66
1.1,-90.52,-1,-0.42,-53.88,1705701111962,-0.01,-0.89,-0.65
1.11,-89.75,1,0.21,-54.41,1705701112077,0,-0.9,-0.64
1.11,-89.75,1,0.21,-54.25,1705701112159,0,-0.9,-0.65
1.12,-90.51,-1,-0.41,-52.52,1705701112477,-0.01,-0.89,-0.68
1.12,-89.24,1,0.62,-53.74,1705701112575,0.01,-0.9,-0.66
1.12,-91.03,-1,-0.82,-52.67,1705701112660,-0.02,-0.89,-0.68
1.11,-90,-1,0,-53.5,1705701112760,0,-0.89,-0.66
1.11,-90.51,-1,-0.41,-53.62,1705701112860,-0.01,-0.9,-0.66
1.11,-90.26,-1,-0.21,-53.5,1705701112967,0,-0.89,-0.66
1.11,-90,-1,0,-53.21,1705701113079,0,-0.89,-0.66
1.1,-90.77,-1,-0.63,-54.04,1705701113160,-0.01,-0.89,-0.64
1.11,-90,-1,0,-54.13,1705701113260,0,-0.9,-0.65
1.11,-90.26,-1,-0.21,-53.67,1705701113472,0,-0.89,-0.66
1.11,-90.52,-1,-0.41,-53.05,1705701113473,-0.01,-0.89,-0.67
1.11,-90,-1,0,-53.34,1705701113573,0,-0.89,-0.66
1.11,-90.26,-1,-0.21,-52.92,1705701113661,0,-0.88,-0.67
1.1,-90,-1,0,-53,1705701113760,0,-0.88,-0.66
1.11,-90.77,-1,-0.62,-53.33,1705701113860,-0.01,-0.89,-0.66
1.12,-90,-1,0,-53.01,1705701113966,0,-0.89,-0.67
1.11,-90.26,-1,-0.21,-53.05,1705701114072,0,-0.89,-0.67
1.11,-89.23,1,0.62,-53.5,1705701114161,0.01,-0.89,-0.66
1.12,-89.49,1,0.41,-53.74,1705701114261,0.01,-0.9,-0.66
1.11,-90,-1,0,-53.21,1705701114497,0,-0.89,-0.66
1.11,-90.77,-1,-0.62,-53.66,1705701114499,-0.01,-0.89,-0.66
1.11,-90.26,-1,-0.21,-53.17,1705701114577,0,-0.89,-0.67
1.12,-90.26,-1,-0.21,-53.46,1705701114662,0,-0.9,-0.66
1.11,-90,-1,0,-53.67,1705701114762,0,-0.89,-0.66
1.1,-90,-1,0,-53.84,1705701114861,0,-0.89,-0.65
1.11,-90.51,-1,-0.41,-53.62,1705701114965,-0.01,-0.9,-0.66
1.11,-89.74,1,0.21,-53.79,1705701115074,0,-0.9,-0.66
1.11,-89.74,1,0.21,-53.79,1705701115162,0,-0.9,-0.66
1.11,-90,-1,0,-53.62,1705701115270,0,-0.9,-0.66
1.1,-89.74,1,0.21,-52.96,1705701115494,0,-0.88,-0.66
1.1,-89.48,1,0.42,-53.46,1705701115495,0.01,-0.88,-0.65
1.11,-90.51,-1,-0.41,-53.67,1705701115587,-0.01,-0.89,-0.66
1.11,-89.75,1,0.21,-54.08,1705701115662,0,-0.9,-0.65
1.11,-89.74,1,0.21,-53.5,1705701115762,0,-0.89,-0.66
1.1,-89.49,1,0.42,-54.29,1705701115862,0.01,-0.9,-0.64
1.11,-89.74,1,0.21,-53.79,1705701115996,0,-0.9,-0.66
1.11,-89.74,1,0.21,-53.5,1705701116084,0,-0.89,-0.66
1.11,-90,-1,0,-54.13,1705701116163,0,-0.9,-0.65
1.11,-90.26,-1,-0.21,-53.38,1705701116263,0,-0.89,-0.66
1.11,-90,-1,0,-54.13,1705701116586,0,-0.9,-0.65
1.11,-90.51,-1,-0.41,-54.08,1705701116588,-0.01,-0.9,-0.65
1.11,-90,-1,0,-54.08,1705701116589,0,-0.9,-0.65
1.13,-89.5,1,0.41,-54.22,1705701116663,0.01,-0.92,-0.66
1.1,-90.52,-1,-0.42,-53.42,1705701116763,-0.01,-0.88,-0.66
1.1,-89.74,1,0.21,-53.46,1705701116863,0,-0.88,-0.65
1.11,-90.51,-1,-0.41,-53.79,1705701116968,-0.01,-0.9,-0.66
1.1,-90.26,-1,-0.21,-53.71,1705701117076,0,-0.89,-0.65
1.11,-90.26,-1,-0.21,-53.38,1705701117163,0,-0.89,-0.66
1.1,-90,-1,0,-53.59,1705701117368,0,-0.88,-0.65
1.1,-90,-1,0,-53.76,1705701117369,0,-0.88,-0.65
1.1,-90,-1,0,-53.55,1705701117473,0,-0.89,-0.66
1.12,-90,-1,0,-53.87,1705701117593,0,-0.9,-0.66
1.09,-89.48,1,0.42,-53.34,1705701117666,0.01,-0.88,-0.65
1.1,-90.26,-1,-0.21,-53.71,1705701117847,0,-0.89,-0.65
1.11,-90.26,-1,-0.21,-53.21,1705701117864,0,-0.89,-0.66
1.11,-89.74,1,0.21,-53.79,1705701117977,0,-0.9,-0.66
1.1,-90.52,-1,-0.42,-53.59,1705701118075,-0.01,-0.88,-0.65
1.11,-90,-1,0,-54.2,1705701118164,0,-0.9,-0.65
1.1,-90,-1,0,-53.76,1705701118347,0,-0.88,-0.65
1.12,-90,-1,0,-53.29,1705701118364,0,-0.9,-0.67
1.1,-91.04,-1,-0.84,-53.46,1705701118464,-0.02,-0.88,-0.65
1.11,-89.49,1,0.41,-54.53,1705701118576,0.01,-0.9,-0.64
1.11,-90.51,-1,-0.41,-54.08,1705701118664,-0.01,-0.9,-0.65
1.11,-89.23,1,0.62,-53.79,1705701118765,0.01,-0.9,-0.66
1.12,-90,-1,0,-53.82,1705701118864,0,-0.91,-0.66
1.1,-90.26,-1,-0.21,-53.54,1705701118964,0,-0.89,-0.66
1.1,-90,-1,0,-53.88,1705701119078,0,-0.89,-0.65
1.11,-90.51,-1,-0.41,-53.5,1705701119165,-0.01,-0.89,-0.66
1.1,-89.49,1,0.41,-53.83,1705701119349,0.01,-0.89,-0.65
1.12,-90.25,-1,-0.2,-53.58,1705701119365,0,-0.9,-0.66
1.1,-90,-1,0,-53.59,1705701119468,0,-0.88,-0.65
1.12,-90.25,-1,-0.2,-53.58,1705701119575,0,-0.9,-0.66
1.09,-89.74,1,0.21,-53.34,1705701119665,0,-0.88,-0.65
1.1,-89.48,1,0.42,-53.71,1705701119765,0.01,-0.89,-0.65
1.12,-90,-1,0,-53.75,1705701119865,0,-0.9,-0.66
1.12,-89.74,1,0.21,-53.46,1705701119967,0,-0.9,-0.66
1.11,-90,-1,0,-53.38,1705701120072,0,-0.89,-0.66
1.11,-89.74,1,0.21,-53.67,1705701120166,0,-0.89,-0.66
1.11,-90.25,-1,-0.21,-54.08,1705701120404,0,-0.9,-0.65
1.1,-90,-1,0,-53.3,1705701120406,0,-0.88,-0.66
1.11,-88.72,1,1.03,-53.32,1705701120502,0.02,-0.89,-0.66
1.1,-90.26,-1,-0.21,-53.54,1705701120614,0,-0.89,-0.66
1.09,-90,-1,0,-53.34,1705701120666,0,-0.88,-0.65
1.1,-90,-1,0,-53,1705701120766,0,-0.88,-0.66
1.11,-89.74,1,0.21,-53.67,1705701120866,0,-0.89,-0.66
1.1,-90.26,-1,-0.21,-53.54,1705701120986,0,-0.89,-0.66
1.11,-90,-1,0,-54.53,1705701121085,0,-0.9,-0.64
1.1,-90.26,-1,-0.21,-53.3,1705701121167,0,-0.88,-0.66
1.11,-90.77,-1,-0.62,-52.88,1705701121418,-0.01,-0.89,-0.67
1.11,-90.26,-1,-0.21,-53.34,1705701121421,0,-0.89,-0.66
1.1,-90.26,-1,-0.21,-53.71,1705701121481,0,-0.89,-0.65
1.11,-90.26,-1,-0.21,-53.21,1705701121574,0,-0.89,-0.66
1.11,-90,-1,0,-53.09,1705701121667,0,-0.88,-0.66
1.11,-89.75,1,0.21,-54.08,1705701121767,0,-0.9,-0.65
1.11,-90,-1,0,-54.2,1705701121867,0,-0.9,-0.65
1.1,-88.97,1,0.83,-54.16,1705701122225,0.02,-0.89,-0.64
1.1,-90.26,-1,-0.21,-53.54,1705701122267,0,-0.89,-0.66
1.09,-89.48,1,0.42,-53.8,1705701122368,0.01,-0.88,-0.64
1.11,-90.76,-1,-0.62,-54.07,1705701122467,-0.01,-0.9,-0.65
1.11,-89.74,1,0.21,-53.96,1705701122577,0,-0.9,-0.65
1.09,-89.74,1,0.21,-53.63,1705701122668,0,-0.88,-0.65
1.11,-90.26,-1,-0.21,-53.67,1705701122768,0,-0.89,-0.66
1.11,-89.48,1,0.41,-53.38,1705701122868,0.01,-0.89,-0.66
1.1,-89.23,1,0.63,-53.88,1705701122973,0.01,-0.89,-0.65
1.11,-90.51,-1,-0.41,-53.33,1705701123260,-0.01,-0.89,-0.66
1.12,-89.75,1,0.21,-54.03,1705701123262,0,-0.9,-0.66
1.1,-89.74,1,0.21,-53.42,1705701123268,0,-0.88,-0.66
1.1,-90,-1,0,-53.84,1705701123368,0,-0.89,-0.65
1.12,-90.25,-1,-0.21,-53.75,1705701123470,0,-0.9,-0.66
1.1,-89.74,1,0.21,-52.84,1705701123574,0,-0.88,-0.66
1.11,-89.74,1,0.21,-53.38,1705701123668,0,-0.89,-0.66
1.11,-89.74,1,0.21,-53.67,1705701123769,0,-0.89,-0.66
1.11,-89.23,1,0.62,-53.21,1705701123868,0.01,-0.89,-0.66
1.1,-90.26,-1,-0.21,-53.3,1705701123971,0,-0.88,-0.66
1.1,-90.26,-1,-0.21,-53.42,1705701124218,0,-0.88,-0.66
1.12,-89.75,1,0.2,-53.42,1705701124219,0,-0.9,-0.67
1.1,-90.26,-1,-0.21,-53.54,1705701124269,0,-0.89,-0.66
1.1,-90,-1,0,-53.42,1705701124369,0,-0.88,-0.66
1.1,-89.74,1,0.21,-53.54,1705701124469,0,-0.89,-0.66
1.11,-90.26,-1,-0.21,-53.96,1705701124576,0,-0.9,-0.65
1.11,-89.74,1,0.21,-53.62,1705701124669,0,-0.9,-0.66
1.1,-90.26,-1,-0.21,-53.88,1705701124770,0,-0.89,-0.65
1.1,-90.52,-1,-0.42,-53.46,1705701124870,-0.01,-0.88,-0.65
1.11,-90.51,-1,-0.41,-53.17,1705701124969,-0.01,-0.89,-0.67
1.12,-90.25,-1,-0.21,-54.03,1705701125228,0,-0.9,-0.66
1.09,-90.78,-1,-0.63,-53.63,1705701125230,-0.01,-0.88,-0.65
1.11,-90.25,-1,-0.21,-54.08,1705701125270,0,-0.9,-0.65
1.11,-90.26,-1,-0.21,-53.09,1705701125400,0,-0.88,-0.66
1.12,-89.75,1,0.21,-53.75,1705701125481,0,-0.9,-0.66
1.1,-90.26,-1,-0.21,-53.54,1705701125583,0,-0.89,-0.66
1.11,-89.48,1,0.41,-52.88,1705701125670,0.01,-0.89,-0.67
1.1,-88.71,1,1.04,-53.87,1705701125770,0.02,-0.89,-0.65
1.1,-89.74,1,0.21,-53.54,1705701125870,0,-0.89,-0.66
1.11,-89.74,1,0.21,-53.17,1705701126001,0,-0.89,-0.67
1.11,-89.74,1,0.21,-53.34,1705701126275,0,-0.89,-0.66
1.1,-89.49,1,0.42,-54.46,1705701126277,0.01,-0.9,-0.64
1.1,-89.48,1,0.42,-53.59,1705701126278,0.01,-0.88,-0.65
1.11,-90,-1,0,-53.79,1705701126371,0,-0.9,-0.66
1.11,-89.75,1,0.21,-54.08,1705701126485,0,-0.9,-0.65
1.1,-89.74,1,0.21,-53.13,1705701126580,0,-0.88,-0.66
1.12,-89.23,1,0.62,-53.45,1705701126671,0.01,-0.9,-0.66
1.1,-90.26,-1,-0.21,-53.13,1705701126771,0,-0.88,-0.66
1.1,-89.74,1,0.21,-53.25,1705701126871,0,-0.88,-0.66
1.1,-90,-1,0,-53.42,1705701127099,0,-0.88,-0.66
1.11,-89.22,1,0.62,-53.08,1705701127100,0.01,-0.88,-0.66
1.13,-88.99,1,0.81,-53.65,1705701127171,0.02,-0.91,-0.67
1.11,-90.26,-1,-0.21,-53.09,1705701127271,0,-0.88,-0.66
1.11,-89.23,1,0.62,-53.37,1705701127371,0.01,-0.89,-0.66
1.11,-90.26,-1,-0.21,-53.38,1705701127471,0,-0.89,-0.66
1.11,-89.23,1,0.62,-53.95,1705701127574,0.01,-0.9,-0.65
1.1,-89.74,1,0.21,-53.71,1705701127672,0,-0.89,-0.65
1.12,-89.74,1,0.2,-53.13,1705701127773,0,-0.9,-0.67
1.11,-90.51,-1,-0.41,-53.91,1705701127872,-0.01,-0.9,-0.66
1.11,-90.26,-1,-0.21,-53.38,1705701128099,0,-0.89,-0.66
1.11,-89.49,1,0.41,-53.33,1705701128100,0.01,-0.89,-0.66
1.11,-90,-1,0,-53.38,1705701128172,0,-0.89,-0.66
1.11,-90,-1,0,-53.34,1705701128272,0,-0.89,-0.66
1.1,-90.26,-1,-0.21,-52.71,1705701128373,0,-0.87,-0.66
1.1,-89.74,1,0.21,-53.42,1705701128472,0,-0.88,-0.66
1.1,-90,-1,0,-53.13,1705701128576,0,-0.88,-0.66
1.1,-89.48,1,0.42,-53.13,1705701128672,0.01,-0.88,-0.66
1.12,-90,-1,0,-53.42,1705701128773,0,-0.9,-0.67
1.1,-90.26,-1,-0.21,-52.96,1705701128872,0,-0.88,-0.66
1.11,-90,-1,0,-53.79,1705701129102,0,-0.9,-0.66
1.11,-91.28,-1,-1.03,-53.49,1705701129103,-0.02,-0.89,-0.66
1.11,-90,-1,0,-53.62,1705701129173,0,-0.9,-0.66
1.11,-89.74,1,0.21,-53.62,1705701129273,0,-0.9,-0.66
1.11,-89.49,1,0.41,-53.17,1705701129373,0.01,-0.89,-0.67
1.1,-90,-1,0,-53.76,1705701129473,0,-0.88,-0.65
1.11,-90.26,-1,-0.21,-53.62,1705701129574,0,-0.9,-0.66
1.09,-90.26,-1,-0.21,-52.88,1705701129673,0,-0.87,-0.66
1.11,-89.49,1,0.41,-53.33,1705701129773,0.01,-0.89,-0.66
1.1,-90.26,-1,-0.21,-53.42,1705701129873,0,-0.88,-0.66
1.1,-89.74,1,0.21,-53.76,1705701130102,0,-0.88,-0.65
1.11,-90,-1,0,-53.34,1705701130103,0,-0.89,-0.66
1.11,-90.26,-1,-0.21,-53.38,1705701130173,0,-0.89,-0.66
1.11,-89.74,1,0.21,-53.21,1705701130274,0,-0.89,-0.66
1.11,-90,-1,0,-53.62,1705701130403,0,-0.9,-0.66
1.1,-89.74,1,0.21,-53.3,1705701130485,0,-0.88,-0.66
1.1,-89.22,1,0.62,-53.42,1705701130584,0.01,-0.88,-0.66
1.11,-90,-1,0,-53.21,1705701130674,0,-0.89,-0.66
1.11,-89.23,1,0.62,-53.17,1705701130774,0.01,-0.89,-0.67
1.1,-90.52,-1,-0.42,-53.59,1705701130874,-0.01,-0.88,-0.65
1.11,-88.96,1,0.83,-53.08,1705701131150,0.02,-0.88,-0.66
1.11,-90,-1,0,-53.38,1705701131152,0,-0.89,-0.66
1.12,-88.98,1,0.82,-53.45,1705701131175,0.02,-0.9,-0.66
1.1,-89.74,1,0.21,-52.67,1705701131275,0,-0.88,-0.67
1.1,-89.48,1,0.41,-52.8,1705701131375,0.01,-0.88,-0.67
