label,metric,probability,timestamp
calm,awareness,0.2167483774306692,1705701094867
calm,awareness,0.5012389058611385,1705701095778
calm,awareness,0.4308292952358774,1705701096752
calm,awareness,0.5503815123550242,1705701097754
calm,awareness,0.5952066528917066,1705701098741
calm,awareness,0.555385523729147,1705701099738
calm,awareness,0.5527503626470264,1705701100739
calm,awareness,0.5470422106272708,1705701101640
calm,awareness,0.3938774185696232,1705701102621
calm,awareness,0.5286763299276543,1705701103619
calm,awareness,0.609714651073821,1705701104614
calm,awareness,0.5101917363897466,1705701105619
calm,awareness,0.5164556642910377,1705701106503
calm,awareness,0.454038027760676,1705701107499
calm,awareness,0.4832446713513746,1705701108499
calm,awareness,0.6025812098791751,1705701109494
calm,awareness,0.6831020696292786,1705701110493
calm,awareness,0.6411735980079378,1705701111398
calm,awareness,0.49669522303122154,1705701112375
calm,awareness,0.38330559684188625,1705701113373
calm,awareness,0.3112510612133834,1705701114376
calm,awareness,0.3893759974941629,1705701115382
calm,awareness,0.32725571760551153,1705701116397
calm,awareness,0.4671463527070282,1705701117248
calm,awareness,0.5354373272752841,1705701118247
calm,awareness,0.5009445360079415,1705701119246
calm,awareness,0.5869184756126915,1705701120239
calm,awareness,0.4296601695204735,1705701121256
calm,awareness,0.5978280945596158,1705701122124
calm,awareness,0.6474984124612868,1705701123162
calm,awareness,0.3552533742552923,1705701124119
calm,awareness,0.3681246922601299,1705701125121
calm,awareness,0.29614716567211596,1705701126131
calm,awareness,0.341967129281859,1705701127019
calm,awareness,0.5390824820020511,1705701127997
calm,awareness,0.4574506494361259,1705701128998
calm,awareness,0.6044926605971401,1705701129992
calm,awareness,0.485092944223698,1705701131017
calm,awareness,0.4388297629466613,1705701131990
calm,awareness,0.507262538584467,1705701132884
calm,awareness,0.616569925508638,1705701133877
calm,awareness,0.5626358322139016,1705701134871
calm,awareness,0.4532047760362358,1705701135869
calm,awareness,0.6084195681069771,1705701136867
calm,awareness,0.5086567548589196,1705701137750
calm,awareness,0.5122273766409527,1705701138752
calm,awareness,0.5154253133500306,1705701139759
calm,awareness,0.6712482559260724,1705701140742
calm,awareness,0.5244763989027289,1705701141740
calm,awareness,0.3527467705559461,1705701142627
calm,awareness,0.4351910176542507,1705701143624
calm,awareness,0.37595700613796335,1705701144624
calm,awareness,0.7538899234581313,1705701145620
calm,awareness,0.6066819241251225,1705701146614
calm,awareness,0.35771781333442254,1705701147612
calm,awareness,0.3832986829750516,1705701148499
calm,awareness,0.5295913603304705,1705701149500
calm,awareness,0.49889594399946224,1705701150515
calm,awareness,0.560381884574406,1705701151492
calm,awareness,0.6477576542038918,1705701152487
calm,awareness,0.5803564852125013,1705701153375
calm,awareness,0.5014345771441738,1705701154384
calm,awareness,0.4193062896120341,1705701155374
calm,awareness,0.48356111297739535,1705701156368
calm,awareness,0.5314029910470769,1705701157367
calm,awareness,0.4306851414415145,1705701158273
calm,awareness,0.5257848133518322,1705701159249
calm,awareness,0.566962616088942,1705701160246
calm,awareness,0.5233190363741617,1705701161243
calm,awareness,0.4593922612579544,1705701162243
calm,awareness,0.4722018518926021,1705701163237
calm,awareness,0.5851263634707802,1705701164124
calm,awareness,0.3822538373540725,1705701165123
calm,awareness,0.4392219057526663,1705701166143
calm,awareness,0.5148264966430497,1705701167118
calm,awareness,0.5243266600848168,1705701168113
calm,awareness,0.5150708466533304,1705701168997
calm,awareness,0.5600345246278221,1705701169996
calm,awareness,0.4014855422096066,1705701170994
calm,awareness,0.5975765984055624,1705701171989
calm,awareness,0.5751423201092778,1705701172986
calm,awareness,0.5916646952571591,1705701173883
calm,awareness,0.7502725539236581,1705701174874
calm,awareness,0.7463038618198489,1705701175874
calm,awareness,0.5302533314471289,1705701176868
calm,awareness,0.4275797661854279,1705701177867
calm,awareness,0.3671944491765533,1705701178863
calm,awareness,0.4169999112474932,1705701179748
calm,awareness,0.5421589582786386,1705701180753
calm,awareness,0.6146995128290313,1705701181745
calm,awareness,0.5276517208297509,1705701182740
calm,awareness,0.37008490380081827,1705701183739
calm,awareness,0.5804328126089725,1705701184625
calm,awareness,0.5332919647926977,1705701185634
calm,awareness,0.42487128763328175,1705701186627
calm,awareness,0.6541968189459267,1705701187619
calm,awareness,0.4127371293276492,1705701188613
calm,awareness,0.5571733020266242,1705701189525
calm,awareness,0.70537619551374,1705701190498
calm,awareness,0.5540582157535421,1705701191497
calm,awareness,0.5875933559717491,1705701192491
calm,awareness,0.5207657712023149,1705701193489
calm,awareness,0.695435084609811,1705701194488
calm,awareness,0.5011107745772161,1705701195375
calm,awareness,0.48750597043607724,1705701196377
calm,awareness,0.6474382159590235,1705701197373
calm,awareness,0.5983881313023269,1705701198365
calm,awareness,0.611523995716201,1705701199368
calm,awareness,0.4830740919793149,1705701200253
calm,awareness,0.7441313377024235,1705701201264
calm,awareness,0.582016985076894,1705701202245
calm,awareness,0.39943073935500295,1705701203240
calm,awareness,0.395107769477673,1705701204237
calm,awareness,0.35715327192877466,1705701205138
calm,awareness,0.5381917747677406,1705701206127
calm,awareness,0.5652900832448645,1705701207128
calm,awareness,0.5323758759859699,1705701208117
calm,awareness,0.45434776793001297,1705701209120
calm,awareness,0.3317577232379369,1705701210113
calm,awareness,0.3266647451817657,1705701211000
calm,awareness,0.38639005723702013,1705701212006
calm,awareness,0.5077527425696075,1705701212994
calm,awareness,0.5191350348580372,1705701213986
calm,awareness,0.46926306350280106,1705701214986
calm,awareness,0.4809310996319216,1705701215886
calm,awareness,0.536584725515387,1705701216910
calm,awareness,0.6444179343188579,1705701217870
calm,awareness,0.6682292716080936,1705701218892
calm,awareness,0.40583122692320905,1705701219867
calm,awareness,0.45033759904978815,1705701220786
calm,awareness,0.3538924224731388,1705701221763
calm,awareness,0.39205916781141836,1705701222748
calm,awareness,0.3800739909790224,1705701223740
calm,awareness,0.4648805675630307,1705701224740
calm,awareness,0.5237794723187552,1705701225778
calm,awareness,0.5558900772375636,1705701226643
calm,awareness,0.6978492502251534,1705701227624
calm,awareness,0.5373265980210328,1705701228626
calm,awareness,0.2993888556831805,1705701229616
calm,awareness,0.4897881576720501,1705701230632
calm,awareness,0.5077078804838846,1705701231505
calm,awareness,0.5325133392617981,1705701232502
calm,awareness,0.5336406225231396,1705701233508
calm,awareness,0.5872231750648154,1705701234490
calm,awareness,0.4974943505957977,1705701235488
calm,awareness,0.43158864379023776,1705701236399
calm,awareness,0.4228247941848802,1705701237375
calm,awareness,0.527787594102753,1705701238376
calm,awareness,0.7052938026267919,1705701239370
calm,awareness,0.4724886820102103,1705701240365
calm,awareness,0.6492823385967053,1705701241384
calm,awareness,0.5467212311324418,1705701242251
calm,awareness,0.6824546820642621,1705701243247
calm,awareness,0.5362140217575178,1705701244292
calm,awareness,0.48563269519308694,1705701245240
calm,awareness,0.6008223271107354,1705701246236
calm,awareness,0.6090971441977304,1705701247124
calm,awareness,0.4917428837656092,1705701248125
calm,awareness,0.5428315886039865,1705701249120
calm,awareness,0.4390405836125593,1705701250115
calm,awareness,0.5691800922075664,1705701251118
calm,awareness,0.5492378632679502,1705701252022
calm,awareness,0.4565109559792327,1705701252998
calm,awareness,0.5249521607971549,1705701253996
calm,awareness,0.5248104422487131,1705701254990
calm,awareness,0.49679477584924775,1705701255996
calm,awareness,0.3501342226706999,1705701256986
calm,awareness,0.5721956309317451,1705701257872
calm,awareness,0.5689640284648184,1705701258874
calm,awareness,0.5590817669919732,1705701259869
calm,awareness,0.41407470392630463,1705701260907
calm,awareness,0.47959319132674033,1705701261870
calm,awareness,0.5839492454424523,1705701262750
calm,awareness,0.520550943217305,1705701263748
calm,awareness,0.47689995965934867,1705701264747
calm,awareness,0.60354347990498,1705701265742
calm,awareness,0.4743412630381143,1705701266742
calm,awareness,0.43163995211310247,1705701267627
calm,awareness,0.49118911983935754,1705701268635
calm,awareness,0.4584829675113905,1705701269619
calm,awareness,0.4416014835196992,1705701270618
calm,awareness,0.5141297951557168,1705701271614
calm,awareness,0.507725918758622,1705701272617
calm,awareness,0.4168184861466715,1705701273499
calm,awareness,0.405874675812501,1705701274497
calm,awareness,0.5227864488794746,1705701275496
calm,awareness,0.6736070047646652,1705701276500
calm,awareness,0.576386524980729,1705701277491
calm,awareness,0.486068546260445,1705701278376
calm,awareness,0.5598641114510133,1705701279384
calm,awareness,0.6345002915845135,1705701280369
calm,awareness,0.4055722211156028,1705701281368
calm,awareness,0.5785106749721248,1705701282367
calm,awareness,0.6184963296245164,1705701283274
calm,awareness,0.47764119315331344,1705701284252
calm,awareness,0.39737364930719005,1705701285247
calm,awareness,0.5017888026395521,1705701286242
calm,awareness,0.6285576151207345,1705701287242
calm,awareness,0.5311340620247629,1705701288239
calm,awareness,0.4936726654583789,1705701289123
calm,awareness,0.5824887270280181,1705701290123
calm,awareness,0.6895025237097585,1705701291124
calm,awareness,0.6475596553763764,1705701292117
