label,metric,probability,timestamp
focus,awareness,0.46458961023220735,1705700582183
focus,awareness,0.3991850427625831,1705700583232
focus,awareness,0.23303103213939497,1705700584188
focus,awareness,0.5636788853810346,1705700585180
focus,awareness,0.6227235803817351,1705700586056
focus,awareness,0.5057841739246504,1705700587057
focus,awareness,0.7212271229666414,1705700588053
focus,awareness,0.6657039011645886,1705700589047
focus,awareness,0.5270176378420094,1705700590061
focus,awareness,0.3047720713848177,1705700590933
focus,awareness,0.43140451422609233,1705700591934
focus,awareness,0.5515704506202489,1705700592929
focus,awareness,0.5012044571149623,1705700593934
focus,awareness,0.5060019055091901,1705700594926
focus,awareness,0.5624062050589012,1705700595843
focus,awareness,0.4789108877230968,1705700596810
focus,awareness,0.4617831658420999,1705700597806
focus,awareness,0.5458000101030549,1705700598824
focus,awareness,0.44224037409785255,1705700599800
focus,awareness,0.24152339744794232,1705700600799
focus,awareness,0.5751018614159975,1705700601685
focus,awareness,0.5567233108557519,1705700602681
focus,awareness,0.36860224326540897,1705700603702
focus,awareness,0.32278994019772783,1705700604676
focus,awareness,0.1771240561432896,1705700605671
focus,awareness,0.3600148556109196,1705700606577
focus,awareness,0.2041479485654374,1705700607561
focus,awareness,0.4680653740596646,1705700608551
focus,awareness,0.2935974246978039,1705700609566
focus,awareness,0.493105362850842,1705700610547
focus,awareness,0.47055013485076663,1705700611437
focus,awareness,0.5914373952583842,1705700612433
focus,awareness,0.37245544228433497,1705700613431
focus,awareness,0.7201889911837852,1705700614483
focus,awareness,0.7822781888518686,1705700615425
focus,awareness,0.4868559858882121,1705700616423
focus,awareness,0.46723515196223697,1705700617308
focus,awareness,0.2951961973336969,1705700618308
focus,awareness,0.4946322276160864,1705700619324
focus,awareness,0.6021678550546566,1705700620300
focus,awareness,0.5129156031543645,1705700621297
focus,awareness,0.4767456935747347,1705700622188
focus,awareness,0.4088926222024792,1705700623183
focus,awareness,0.32234452776320427,1705700624182
focus,awareness,0.5191939872758595,1705700625190
focus,awareness,0.2702706538460744,1705700626173
focus,awareness,0.5376571477289399,1705700627081
focus,awareness,0.5036813526013936,1705700628056
focus,awareness,0.5026291164729816,1705700629059
focus,awareness,0.31331900453678074,1705700630065
focus,awareness,0.4500437188127184,1705700631066
focus,awareness,0.24604005619699812,1705700632061
focus,awareness,0.4817474457284612,1705700632938
focus,awareness,0.408512480735583,1705700633965
focus,awareness,0.3152732649301234,1705700634952
focus,awareness,0.2717621580360756,1705700635925
focus,awareness,0.38077758416256097,1705700636926
focus,awareness,0.6474063569934685,1705700637812
focus,awareness,0.3807447069224519,1705700638836
focus,awareness,0.3881494757651346,1705700639843
focus,awareness,0.15826928834763615,1705700640803
focus,awareness,0.31186750326426826,1705700641799
focus,awareness,0.2670074836241895,1705700642708
focus,awareness,0.5473560322243928,1705700643686
focus,awareness,0.45825868741694487,1705700644728
focus,awareness,0.40267826629795733,1705700645677
focus,awareness,0.3545308172167852,1705700646675
focus,awareness,0.41730364447714235,1705700647676
focus,awareness,0.38779777314793223,1705700648557
focus,awareness,0.311018226572979,1705700649576
focus,awareness,0.48070604924012855,1705700650555
focus,awareness,0.5129150741723069,1705700651557
focus,awareness,0.5955314086342588,1705700652550
focus,awareness,0.6150550196655801,1705700653435
focus,awareness,0.5585427763738344,1705700654456
focus,awareness,0.6954851966247563,1705700655435
focus,awareness,0.5838017086548879,1705700656432
focus,awareness,0.640568672040626,1705700657434
focus,awareness,0.6758299107869123,1705700658336
focus,awareness,0.1987733869465916,1705700659313
focus,awareness,0.5567946167875832,1705700660311
focus,awareness,0.6711776706152995,1705700661306
focus,awareness,0.6121265370181567,1705700662300
focus,awareness,0.5217365862250831,1705700663301
focus,awareness,0.5547353163517705,1705700664194
focus,awareness,0.256679325510874,1705700665191
focus,awareness,0.4221404081099068,1705700666190
focus,awareness,0.5879914366236276,1705700667172
focus,awareness,0.44093579834301266,1705700668174
